Height_cm,Weight_kg,BMI,BMI_Category,Body_Shape,Hip_Circumference_cm,Shoulder_Width_cm,Clothing_Size,Style_Preference,Recommended_Cloth_Color
166.18,91.55,33.15,Obese,Diamond,99.26,44.19,XXL,Bold & Expressive,Red
154.21,102.4,43.06,Obese,Inverted Triangle,96.19,51.04,XXL,Calm & Classic,Cream
166.28,92.15,33.33,Obese,Diamond,93.85,45.51,XXL,Adventurous & Natural,Turquoise
180.5,59.15,18.16,Underweight,Apple,117.7,43.77,M,Adventurous & Natural,Electric Blue
174.88,82.85,27.09,Overweight,Spoon,112.4,41.33,XL,Adventurous & Natural,Yellow
159.09,118.65,46.88,Obese,Spoon,127.1,44.08,XL,Calm & Classic,Navy
156.88,117.96,47.93,Obese,Rectangle,114.57,44.82,XL,Adventurous & Natural,Khaki
155.78,50.45,20.79,Normal,Diamond,81.32,40.57,XS,Bold & Expressive,Gold
168.27,66.95,23.64,Normal,Hourglass,101.94,39.73,S,Calm & Classic,Purple
179.8,99.9,30.9,Obese,Rectangle,113.87,42.12,XXL,Bold & Expressive,Coral
172.98,50.92,17.02,Underweight,Oval,93.59,46.01,S,Bold & Expressive,Gold
185.08,108.46,31.66,Obese,Athletic,113.73,41.35,XXL,Calm & Classic,Navy
186.26,93.59,26.98,Overweight,Hourglass,120.7,48.05,XXL,Soft & Gentle,Lavender
161.37,90.46,34.74,Obese,Hourglass,101.73,43.87,XXL,Soft & Gentle,Lavender
186.5,68.73,19.76,Normal,Oval,102.75,40.77,L,Soft & Gentle,Lavender
158.17,103.68,41.44,Obese,Pear,113.45,38.43,M,Bold & Expressive,Maroon
164.9,68.65,25.25,Overweight,Diamond,85.66,39.84,M,Adventurous & Natural,Gold
161.0,103.4,39.89,Obese,Hourglass,130.0,42.45,XXL,Bold & Expressive,Electric Blue
157.63,119.79,48.21,Obese,Diamond,101.25,42.7,XL,Calm & Classic,Rust
178.18,95.52,30.09,Obese,Inverted Triangle,95.76,44.64,XXL,Soft & Gentle,Lavender
179.26,115.43,35.92,Obese,Apple,127.23,39.09,XL,Adventurous & Natural,Terracotta
180.95,64.91,19.82,Normal,Pear,94.35,35.71,M,Calm & Classic,White
189.87,47.55,13.19,Underweight,Pear,97.82,39.01,XS,Soft & Gentle,Black
163.29,64.14,24.06,Normal,Apple,106.83,40.39,M,Soft & Gentle,Lavender
182.99,59.56,17.79,Underweight,Oval,101.04,47.69,L,Calm & Classic,Beige
178.76,83.86,26.24,Overweight,Athletic,111.56,52.51,XXL,Bold & Expressive,Gold
171.94,100.14,33.87,Obese,Oval,117.96,41.85,XXL,Soft & Gentle,White
160.44,51.96,20.19,Normal,Diamond,96.8,41.66,S,Calm & Classic,Mustard Yellow
185.36,76.09,22.15,Normal,Pear,112.08,43.0,M,Calm & Classic,Terracotta
173.61,60.71,20.14,Normal,Athletic,105.36,41.51,M,Soft & Gentle,Black
178.57,110.38,34.62,Obese,Rectangle,115.78,39.75,XL,Calm & Classic,Forest Green
176.9,97.44,31.14,Obese,Athletic,106.98,43.85,XXL,Calm & Classic,Brown
189.32,66.18,18.46,Underweight,Rectangle,99.17,47.55,L,Bold & Expressive,Orange
179.76,90.83,28.11,Overweight,Inverted Triangle,90.65,47.38,XXL,Calm & Classic,Terracotta
159.21,112.22,44.27,Obese,Diamond,106.08,38.75,L,Adventurous & Natural,Rust
157.91,119.41,47.89,Obese,Athletic,107.03,45.86,XL,Bold & Expressive,Yellow
161.76,95.91,36.65,Obese,Diamond,100.95,37.68,XL,Adventurous & Natural,Electric Blue
166.72,78.95,28.4,Overweight,Athletic,92.85,46.59,XL,Calm & Classic,Terracotta
160.28,48.94,19.05,Normal,Diamond,90.66,42.13,S,Adventurous & Natural,Khaki
184.87,102.39,29.96,Obese,Pear,110.98,37.68,XL,Calm & Classic,Cream
150.42,66.02,29.18,Overweight,Spoon,100.5,38.14,S,Adventurous & Natural,Coral
165.7,114.24,41.61,Obese,Apple,113.67,45.58,XXL,Calm & Classic,Navy
187.88,59.93,16.98,Underweight,Athletic,102.12,49.54,XL,Calm & Classic,Grey
157.84,94.76,38.04,Obese,Apple,105.55,43.34,XL,Adventurous & Natural,Turquoise
155.99,54.12,22.24,Normal,Oval,101.69,41.41,XS,Soft & Gentle,Brown
158.7,77.12,30.62,Obese,Rectangle,93.36,43.68,L,Adventurous & Natural,Gold
189.72,83.12,23.09,Normal,Hourglass,105.4,39.42,L,Adventurous & Natural,Olive Green
155.04,51.55,21.45,Normal,Inverted Triangle,81.33,49.29,M,Calm & Classic,Lavender
172.7,86.58,29.03,Overweight,Pear,94.53,43.96,XL,Calm & Classic,Navy
176.24,46.11,14.85,Underweight,Hourglass,106.56,44.18,XS,Calm & Classic,Navy
150.3,66.94,29.63,Overweight,Spoon,109.61,40.03,M,Adventurous & Natural,Orange
160.06,62.55,24.42,Normal,Oval,118.42,45.12,M,Adventurous & Natural,Fuchsia
150.69,96.4,42.45,Obese,Hourglass,118.84,39.65,L,Bold & Expressive,Electric Blue
153.17,57.06,24.32,Normal,Diamond,92.19,46.71,M,Adventurous & Natural,Lime Green
156.29,111.61,45.69,Obese,Hourglass,130.0,45.5,XL,Calm & Classic,White
163.85,54.19,20.18,Normal,Pear,100.34,39.75,XS,Adventurous & Natural,Forest Green
187.18,113.94,32.52,Obese,Spoon,126.9,45.41,XXL,Adventurous & Natural,Red
156.26,108.76,44.54,Obese,Athletic,101.06,50.05,XXL,Calm & Classic,Teal
160.71,62.95,24.37,Normal,Athletic,105.64,45.62,M,Soft & Gentle,Mint Green
166.24,100.03,36.2,Obese,Oval,121.23,37.82,XL,Calm & Classic,Cream
174.1,112.7,37.18,Obese,Pear,108.26,43.76,XL,Calm & Classic,White
164.99,76.6,28.14,Overweight,Hourglass,117.91,38.64,M,Soft & Gentle,Grey
175.64,100.93,32.72,Obese,Apple,107.16,47.1,XXL,Adventurous & Natural,Forest Green
165.67,62.92,22.92,Normal,Spoon,105.0,43.76,M,Soft & Gentle,Peach
169.75,70.99,24.64,Normal,Apple,107.25,46.5,XL,Soft & Gentle,Cream
161.04,88.87,34.27,Obese,Pear,117.3,36.51,XL,Calm & Classic,Teal
151.55,107.48,46.8,Obese,Oval,127.05,37.86,L,Adventurous & Natural,Orange
159.27,88.51,34.89,Obese,Rectangle,107.71,46.8,XXL,Adventurous & Natural,Fuchsia
167.26,58.48,20.9,Normal,Inverted Triangle,86.83,41.65,M,Calm & Classic,Rust
168.55,62.01,21.83,Normal,Spoon,114.38,45.08,M,Calm & Classic,Mustard Yellow
179.68,84.82,26.27,Overweight,Hourglass,119.36,43.9,XL,Calm & Classic,Green
155.69,45.38,18.72,Normal,Hourglass,97.24,44.61,XS,Soft & Gentle,Grey
171.55,101.52,34.5,Obese,Rectangle,106.72,46.67,XXL,Soft & Gentle,White
176.84,49.83,15.93,Underweight,Diamond,84.19,46.32,S,Soft & Gentle,Beige
152.07,74.54,32.23,Obese,Apple,102.76,42.97,XL,Calm & Classic,Brown
185.75,58.26,16.89,Underweight,Rectangle,101.93,44.32,M,Adventurous & Natural,Mustard Yellow
156.57,99.68,40.66,Obese,Rectangle,114.27,39.04,L,Soft & Gentle,Cream
157.01,83.91,34.04,Obese,Diamond,108.38,41.95,XL,Adventurous & Natural,Magenta
180.74,86.42,26.45,Overweight,Spoon,123.84,48.14,XXL,Bold & Expressive,Gold
158.82,111.14,44.06,Obese,Hourglass,109.97,45.8,XL,Soft & Gentle,Pale Yellow
152.41,101.95,43.89,Obese,Oval,108.23,46.04,XXL,Adventurous & Natural,Gold
166.94,108.17,38.81,Obese,Spoon,118.79,44.47,XXL,Bold & Expressive,Lime Green
166.58,109.58,39.49,Obese,Oval,122.28,40.54,XXL,Calm & Classic,Lavender
178.43,69.14,21.72,Normal,Spoon,98.48,42.48,M,Soft & Gentle,Mint Green
155.43,98.43,40.74,Obese,Pear,105.17,42.82,XL,Soft & Gentle,Baby Pink
184.25,59.08,17.4,Underweight,Spoon,98.54,44.69,M,Adventurous & Natural,Magenta
169.37,111.32,38.81,Obese,Oval,107.36,40.32,XXL,Adventurous & Natural,Maroon
178.19,94.15,29.65,Overweight,Spoon,111.34,44.17,XL,Calm & Classic,Blue
151.35,77.73,33.93,Obese,Hourglass,121.2,38.1,M,Adventurous & Natural,Orange
189.64,115.53,32.12,Obese,Inverted Triangle,107.72,48.79,XXL,Soft & Gentle,White
177.71,84.7,26.82,Overweight,Inverted Triangle,87.34,42.66,XL,Bold & Expressive,Coral
173.89,90.55,29.95,Obese,Diamond,113.94,41.08,XXL,Bold & Expressive,Gold
156.98,62.55,25.38,Overweight,Spoon,97.83,38.29,S,Calm & Classic,Khaki
178.27,89.41,28.13,Overweight,Spoon,103.86,38.45,L,Adventurous & Natural,Forest Green
161.57,88.16,33.77,Obese,Athletic,103.39,50.6,XXL,Adventurous & Natural,Fuchsia
175.3,58.1,18.91,Normal,Diamond,98.87,40.85,M,Calm & Classic,Teal
175.88,114.67,37.07,Obese,Spoon,128.68,45.22,XXL,Calm & Classic,White
153.15,98.7,42.08,Obese,Apple,117.99,46.4,XXL,Soft & Gentle,Beige
174.55,53.81,17.66,Underweight,Rectangle,90.09,39.29,XS,Adventurous & Natural,Olive Green
187.25,113.72,32.43,Obese,Apple,105.49,47.39,XXL,Adventurous & Natural,Khaki
160.16,92.0,35.87,Obese,Athletic,103.07,41.71,XXL,Adventurous & Natural,Terracotta
175.94,59.42,19.2,Normal,Diamond,104.2,43.72,M,Bold & Expressive,Red
176.66,82.16,26.33,Overweight,Inverted Triangle,80.06,43.96,XL,Soft & Gentle,White
167.27,107.7,38.49,Obese,Spoon,103.69,42.39,XXL,Soft & Gentle,Beige
167.01,70.03,25.11,Overweight,Hourglass,112.23,38.22,M,Calm & Classic,Blue
175.07,104.26,34.02,Obese,Spoon,127.93,44.3,XXL,Bold & Expressive,Coral
180.76,83.49,25.55,Overweight,Diamond,109.21,40.41,XXL,Soft & Gentle,Baby Pink
151.51,113.72,49.54,Obese,Pear,125.4,42.17,XL,Soft & Gentle,Baby Pink
156.18,54.83,22.48,Normal,Pear,106.11,36.59,XS,Soft & Gentle,Baby Pink
161.89,95.96,36.61,Obese,Apple,120.09,41.66,XXL,Adventurous & Natural,Orange
188.83,73.88,20.72,Normal,Inverted Triangle,84.04,45.98,XL,Soft & Gentle,White
171.68,45.21,15.34,Underweight,Oval,102.17,43.29,XS,Soft & Gentle,Mint Green
176.71,46.56,14.91,Underweight,Hourglass,97.83,38.52,XS,Soft & Gentle,Pale Yellow
175.16,98.34,32.05,Obese,Athletic,111.83,52.3,XXL,Soft & Gentle,Peach
188.98,84.06,23.54,Normal,Apple,103.59,47.18,XXL,Soft & Gentle,Peach
185.73,75.14,21.78,Normal,Oval,104.58,46.77,XL,Adventurous & Natural,Mustard Yellow
182.36,83.91,25.23,Overweight,Hourglass,98.86,42.94,XXL,Calm & Classic,Black
187.6,70.37,20.0,Normal,Inverted Triangle,94.93,45.92,XL,Soft & Gentle,Grey
158.1,99.25,39.71,Obese,Rectangle,102.5,43.35,XL,Soft & Gentle,Grey
162.03,59.93,22.83,Normal,Apple,94.78,40.49,M,Calm & Classic,Forest Green
164.68,103.92,38.32,Obese,Spoon,112.73,44.15,XXL,Soft & Gentle,Mint Green
157.46,49.86,20.11,Normal,Pear,108.49,39.51,XS,Soft & Gentle,Beige
163.53,45.67,17.08,Underweight,Diamond,85.62,39.61,XS,Bold & Expressive,Orange
174.11,99.54,32.84,Obese,Spoon,101.99,42.87,XXL,Soft & Gentle,Light Blue
155.92,88.69,36.48,Obese,Apple,117.98,44.24,XL,Calm & Classic,Terracotta
163.01,50.13,18.87,Normal,Apple,108.24,43.24,M,Adventurous & Natural,Rust
164.74,98.33,36.23,Obese,Pear,109.6,45.52,XL,Soft & Gentle,Beige
171.25,83.3,28.4,Overweight,Diamond,96.83,40.27,XL,Bold & Expressive,Red
184.43,84.95,24.97,Obese,Spoon,102.11,48.37,XXL,Soft & Gentle,Black
183.65,118.81,35.23,Obese,Oval,118.38,46.36,XXL,Soft & Gentle,Black
150.96,49.4,21.68,Normal,Apple,114.56,37.3,XS,Soft & Gentle,Beige
155.25,81.42,33.78,Obese,Athletic,91.09,42.58,XL,Adventurous & Natural,Bright Orange
182.57,54.42,16.33,Underweight,Apple,122.28,41.82,M,Bold & Expressive,Lime Green
170.8,101.42,34.77,Obese,Oval,128.25,38.49,XL,Bold & Expressive,Turquoise
181.98,101.27,30.58,Obese,Diamond,102.94,40.54,XXL,Calm & Classic,Navy
164.2,104.77,38.86,Obese,Hourglass,118.68,47.27,XXL,Adventurous & Natural,Magenta
182.29,79.44,23.91,Normal,Rectangle,92.76,45.04,L,Bold & Expressive,Orange
176.66,87.89,28.16,Overweight,Hourglass,111.63,47.43,XXL,Soft & Gentle,Baby Pink
158.62,71.12,28.27,Overweight,Inverted Triangle,98.78,44.26,M,Adventurous & Natural,Turquoise
186.36,60.68,17.47,Underweight,Hourglass,96.48,42.07,M,Bold & Expressive,Bright Orange
152.09,82.88,35.83,Obese,Inverted Triangle,100.35,47.4,XXL,Soft & Gentle,Baby Pink
187.42,66.64,18.97,Normal,Rectangle,98.1,44.55,L,Soft & Gentle,Cream
171.08,75.27,25.72,Overweight,Inverted Triangle,101.57,49.45,XL,Calm & Classic,Brown
174.37,113.96,37.48,Obese,Hourglass,123.02,47.0,XXL,Soft & Gentle,Cream
164.27,57.06,21.15,Normal,Athletic,96.39,48.6,XL,Adventurous & Natural,Gold
182.83,94.7,28.33,Overweight,Athletic,110.04,45.56,XXL,Bold & Expressive,Bright Orange
156.34,88.13,36.06,Obese,Oval,98.69,41.43,XL,Calm & Classic,Navy
187.58,59.07,16.79,Underweight,Hourglass,110.6,41.29,M,Bold & Expressive,Electric Blue
158.12,94.76,37.9,Obese,Rectangle,110.83,45.65,XL,Bold & Expressive,Gold
171.58,70.73,24.03,Normal,Hourglass,107.32,39.02,S,Bold & Expressive,Red
156.61,87.88,35.83,Obese,Oval,97.28,42.69,XL,Adventurous & Natural,Orange
185.22,52.96,15.44,Underweight,Spoon,94.38,48.11,M,Adventurous & Natural,Khaki
187.75,68.42,19.41,Normal,Hourglass,90.59,40.42,L,Adventurous & Natural,Terracotta
177.31,118.19,37.59,Obese,Diamond,95.95,45.98,XXL,Calm & Classic,Khaki
178.84,68.02,21.27,Normal,Inverted Triangle,99.58,48.0,XL,Calm & Classic,Beige
187.26,56.44,16.1,Underweight,Diamond,86.11,43.34,M,Bold & Expressive,Yellow
167.15,109.97,39.36,Obese,Apple,128.61,47.34,XXL,Bold & Expressive,Magenta
164.66,98.83,36.45,Obese,Inverted Triangle,102.34,46.57,XXL,Calm & Classic,Mustard Yellow
181.18,70.62,21.51,Normal,Inverted Triangle,103.19,53.34,XL,Adventurous & Natural,Yellow
175.4,70.73,22.99,Normal,Hourglass,95.61,39.77,S,Soft & Gentle,Peach
169.09,97.13,33.97,Obese,Athletic,105.08,41.58,XXL,Soft & Gentle,Peach
176.31,72.81,23.42,Normal,Apple,108.35,45.0,M,Calm & Classic,Khaki
185.2,70.56,20.57,Normal,Hourglass,114.38,42.21,L,Calm & Classic,Navy
156.23,64.28,26.34,Overweight,Athletic,85.49,45.63,M,Bold & Expressive,Lime Green
159.16,116.46,45.97,Obese,Hourglass,119.05,41.86,XL,Soft & Gentle,Light Blue
171.87,81.07,27.44,Overweight,Hourglass,115.29,46.69,XXL,Bold & Expressive,Red
158.99,47.74,18.89,Normal,Inverted Triangle,81.02,45.3,XS,Calm & Classic,Forest Green
178.67,113.6,35.59,Obese,Rectangle,94.95,38.75,XL,Soft & Gentle,White
161.83,75.51,28.83,Overweight,Spoon,103.2,38.73,M,Bold & Expressive,Orange
167.29,77.32,27.63,Overweight,Diamond,100.31,41.74,L,Adventurous & Natural,Turquoise
176.18,61.58,19.84,Normal,Pear,99.59,38.56,XS,Soft & Gentle,Grey
151.01,119.02,52.19,Obese,Apple,127.51,39.39,XL,Soft & Gentle,White
161.42,97.18,37.3,Obese,Apple,130.0,47.5,XXL,Adventurous & Natural,Bright Orange
178.55,92.43,28.99,Overweight,Rectangle,94.58,45.69,XL,Calm & Classic,Blue
189.88,47.48,13.17,Underweight,Diamond,91.69,42.57,S,Calm & Classic,Teal
159.73,80.0,31.36,Obese,Oval,111.38,42.74,L,Adventurous & Natural,Coral
156.86,56.61,23.01,Normal,Inverted Triangle,84.74,48.93,M,Adventurous & Natural,Terracotta
160.08,117.86,45.99,Obese,Pear,113.15,35.11,XL,Soft & Gentle,Lavender
176.56,101.41,32.53,Obese,Hourglass,112.87,41.57,XXL,Calm & Classic,Rust
166.3,72.58,26.24,Overweight,Pear,94.66,41.63,M,Adventurous & Natural,Rust
171.52,65.08,22.12,Normal,Pear,98.35,42.1,M,Bold & Expressive,Bright Orange
181.73,97.88,29.64,Overweight,Athletic,112.25,49.68,XXL,Adventurous & Natural,Bright Orange
166.94,112.5,40.37,Obese,Oval,112.11,44.03,XXL,Soft & Gentle,Mint Green
159.79,56.59,22.16,Normal,Oval,103.9,46.24,M,Bold & Expressive,Coral
165.69,97.35,35.46,Obese,Athletic,99.9,43.04,XXL,Calm & Classic,Brown
169.52,65.25,22.71,Normal,Athletic,98.05,44.69,M,Soft & Gentle,Mint Green
168.67,64.7,22.74,Normal,Oval,102.23,41.8,M,Bold & Expressive,Red
172.48,74.68,25.1,Overweight,Diamond,101.88,46.31,XL,Adventurous & Natural,Khaki
166.79,86.3,31.02,Obese,Inverted Triangle,98.47,47.22,XXL,Bold & Expressive,Bright Orange
168.28,84.94,29.99,Obese,Apple,116.95,44.59,XXL,Bold & Expressive,Magenta
150.81,57.71,25.37,Overweight,Pear,122.91,35.23,XS,Bold & Expressive,Gold
181.47,51.58,15.66,Underweight,Apple,92.65,44.83,M,Calm & Classic,Black
165.15,47.03,17.24,Underweight,Rectangle,87.41,37.84,XS,Calm & Classic,Cream
177.71,71.75,22.72,Normal,Rectangle,109.18,43.81,M,Calm & Classic,Khaki
167.41,112.07,39.99,Obese,Rectangle,113.41,45.13,XXL,Adventurous & Natural,Olive Green
159.7,72.24,28.32,Overweight,Pear,121.36,35.7,XS,Calm & Classic,Purple
183.57,116.77,34.65,Obese,Hourglass,110.05,41.84,XXL,Bold & Expressive,Magenta
172.22,94.98,32.02,Obese,Inverted Triangle,97.95,43.65,XXL,Adventurous & Natural,Coral
157.28,57.11,23.09,Normal,Rectangle,95.07,38.65,XS,Calm & Classic,Green
183.78,97.33,28.82,Overweight,Inverted Triangle,98.64,48.6,XXL,Adventurous & Natural,Forest Green
168.12,117.13,41.44,Obese,Diamond,107.19,40.24,XXL,Bold & Expressive,Coral
159.22,62.53,24.67,Normal,Pear,91.78,35.0,XS,Soft & Gentle,Pale Yellow
187.73,96.81,27.47,Overweight,Inverted Triangle,108.19,48.76,XXL,Bold & Expressive,Lime Green
178.41,67.12,21.09,Normal,Spoon,106.1,48.01,L,Calm & Classic,Khaki
152.11,54.93,23.74,Normal,Athletic,101.16,40.32,XS,Bold & Expressive,Fuchsia
170.0,112.95,39.08,Obese,Apple,110.69,44.73,XXL,Calm & Classic,White
176.91,111.79,35.72,Obese,Rectangle,102.21,48.33,XXL,Bold & Expressive,Bright Orange
159.72,55.83,21.89,Normal,Inverted Triangle,80.81,43.43,M,Bold & Expressive,Fuchsia
150.47,89.74,39.64,Obese,Rectangle,104.55,45.12,XL,Soft & Gentle,Light Blue
151.92,46.41,20.11,Normal,Spoon,96.36,44.06,XS,Soft & Gentle,Black
187.91,55.96,15.85,Underweight,Oval,108.09,46.99,L,Bold & Expressive,Turquoise
179.32,100.14,31.14,Obese,Pear,108.12,36.62,XL,Calm & Classic,Lavender
166.88,47.21,16.95,Underweight,Hourglass,108.16,42.24,XS,Calm & Classic,Navy
171.41,77.61,26.41,Overweight,Pear,101.42,37.09,M,Soft & Gentle,Light Blue
163.71,58.88,21.97,Normal,Rectangle,96.87,41.72,M,Soft & Gentle,Lavender
151.74,92.09,40.0,Obese,Rectangle,97.68,46.61,XXL,Bold & Expressive,Yellow
152.54,102.23,43.94,Obese,Apple,121.79,40.01,XL,Soft & Gentle,White
176.0,110.31,35.61,Obese,Oval,125.65,41.95,XXL,Adventurous & Natural,Magenta
153.79,59.19,25.03,Overweight,Athletic,107.69,44.74,M,Soft & Gentle,Peach
183.58,83.37,24.74,Normal,Diamond,98.21,39.68,L,Calm & Classic,Beige
187.26,70.32,20.05,Normal,Rectangle,97.52,39.77,M,Soft & Gentle,Lavender
188.23,46.2,13.04,Underweight,Spoon,91.46,42.74,S,Calm & Classic,Grey
161.95,105.37,40.17,Obese,Athletic,93.12,52.12,XXL,Adventurous & Natural,Red
164.93,79.04,29.06,Overweight,Apple,122.12,39.35,M,Adventurous & Natural,Yellow
159.45,116.36,45.77,Obese,Diamond,111.54,43.02,XL,Soft & Gentle,White
168.64,47.54,16.72,Underweight,Hourglass,91.57,45.22,XS,Soft & Gentle,Cream
176.91,52.91,16.91,Underweight,Athletic,87.86,48.66,M,Calm & Classic,Khaki
159.08,117.88,46.58,Obese,Rectangle,99.56,42.46,XL,Soft & Gentle,Baby Pink
153.62,100.57,42.62,Obese,Inverted Triangle,89.41,43.89,XL,Adventurous & Natural,Fuchsia
186.62,108.55,31.17,Obese,Inverted Triangle,97.37,48.67,XXL,Bold & Expressive,Red
184.23,109.47,32.25,Obese,Pear,112.61,42.58,XXL,Soft & Gentle,Beige
157.45,54.2,21.86,Normal,Hourglass,105.91,43.87,XS,Soft & Gentle,Brown
187.37,59.8,17.03,Underweight,Athletic,90.41,48.26,XL,Soft & Gentle,Baby Pink
170.05,66.11,22.86,Normal,Diamond,102.23,47.36,L,Calm & Classic,Teal
187.92,96.9,27.44,Overweight,Rectangle,113.32,43.02,XXL,Calm & Classic,Teal
154.91,93.93,39.14,Obese,Spoon,124.27,46.05,XXL,Soft & Gentle,Brown
180.98,56.61,17.28,Underweight,Spoon,109.24,39.54,S,Calm & Classic,Grey
151.64,65.88,28.65,Overweight,Athletic,100.16,49.05,XL,Adventurous & Natural,Electric Blue
150.93,50.51,22.17,Normal,Apple,110.23,40.55,XS,Soft & Gentle,White
172.97,78.22,26.14,Overweight,Oval,97.15,46.53,XL,Bold & Expressive,Red
175.23,76.0,24.75,Normal,Hourglass,102.38,43.07,M,Bold & Expressive,Turquoise
169.15,66.29,23.17,Normal,Apple,114.88,42.25,M,Soft & Gentle,Pale Yellow
170.08,67.58,23.36,Normal,Pear,104.46,35.98,XS,Calm & Classic,Navy
181.21,90.31,27.5,Overweight,Athletic,94.42,43.94,XXL,Soft & Gentle,Mint Green
189.43,96.5,26.89,Overweight,Spoon,120.45,48.27,XXL,Soft & Gentle,White
165.56,61.31,22.37,Normal,Oval,108.42,43.57,M,Calm & Classic,Beige
150.41,67.83,29.98,Obese,Pear,90.21,39.46,M,Soft & Gentle,Lavender
164.37,54.99,20.35,Normal,Spoon,91.36,39.23,XS,Adventurous & Natural,Orange
168.23,75.29,26.6,Overweight,Pear,109.83,43.42,M,Calm & Classic,White
185.66,106.04,30.76,Obese,Pear,114.64,42.27,XXL,Adventurous & Natural,Yellow
163.05,64.96,24.43,Normal,Oval,101.12,38.72,S,Adventurous & Natural,Bright Orange
172.65,50.64,16.99,Underweight,Apple,101.79,45.59,XS,Soft & Gentle,Light Blue
172.9,52.14,17.44,Underweight,Diamond,87.09,39.09,XS,Adventurous & Natural,Rust
159.51,98.54,38.73,Obese,Diamond,105.52,44.56,XL,Soft & Gentle,Lavender
155.98,62.07,25.51,Overweight,Apple,114.99,38.64,M,Adventurous & Natural,Bright Orange
153.06,79.11,33.77,Obese,Rectangle,98.63,47.11,XL,Soft & Gentle,Peach
174.74,100.51,32.92,Obese,Spoon,101.81,38.25,XL,Adventurous & Natural,Bright Orange
160.78,86.59,33.5,Obese,Hourglass,98.81,47.03,XXL,Calm & Classic,White
187.95,98.27,27.82,Overweight,Pear,105.28,36.1,XL,Calm & Classic,Mustard Yellow
185.65,118.81,34.47,Obese,Inverted Triangle,101.61,45.86,XXL,Adventurous & Natural,Khaki
160.94,91.66,35.39,Obese,Rectangle,97.49,40.82,XXL,Calm & Classic,Purple
156.27,89.34,36.58,Obese,Diamond,100.77,44.84,XL,Bold & Expressive,Magenta
159.29,86.06,33.92,Obese,Inverted Triangle,81.81,41.49,XL,Bold & Expressive,Gold
173.08,91.94,30.69,Obese,Athletic,95.06,45.01,XXL,Bold & Expressive,Gold
154.78,93.16,38.89,Obese,Rectangle,94.32,46.21,XXL,Adventurous & Natural,Olive Green
169.58,105.51,36.69,Obese,Inverted Triangle,108.65,52.8,XXL,Adventurous & Natural,Olive Green
170.09,47.53,16.43,Underweight,Oval,90.89,47.36,S,Soft & Gentle,Beige
167.27,100.89,36.06,Obese,Diamond,96.79,47.34,XXL,Bold & Expressive,Red
187.35,107.74,30.7,Obese,Pear,114.4,43.69,XXL,Adventurous & Natural,Olive Green
170.31,91.46,31.53,Obese,Inverted Triangle,89.61,42.57,XXL,Adventurous & Natural,Magenta
154.46,61.24,25.67,Overweight,Inverted Triangle,96.41,43.19,M,Bold & Expressive,Coral
162.25,49.57,18.83,Normal,Rectangle,92.35,38.79,XS,Bold & Expressive,Magenta
183.34,103.12,30.68,Obese,Hourglass,124.1,44.09,XXL,Bold & Expressive,Bright Orange
152.2,117.03,50.52,Obese,Athletic,110.2,42.92,XL,Soft & Gentle,Lavender
151.08,104.82,45.92,Obese,Hourglass,108.91,39.56,L,Calm & Classic,Rust
157.65,52.49,21.12,Normal,Hourglass,89.81,43.73,XS,Calm & Classic,Green
175.46,117.36,38.12,Obese,Hourglass,130.0,39.12,XL,Adventurous & Natural,Maroon
186.6,65.33,18.76,Normal,Inverted Triangle,81.73,47.73,XL,Soft & Gentle,Grey
151.62,99.49,43.28,Obese,Inverted Triangle,88.35,48.68,XXL,Soft & Gentle,Beige
156.8,64.51,26.24,Overweight,Pear,99.92,39.73,XS,Adventurous & Natural,Bright Orange
166.78,110.59,39.76,Obese,Hourglass,106.02,44.7,XXL,Bold & Expressive,Fuchsia
177.02,88.06,28.1,Overweight,Rectangle,91.39,40.64,XL,Soft & Gentle,Peach
183.89,113.85,33.67,Obese,Diamond,100.94,41.95,XXL,Bold & Expressive,Electric Blue
158.11,108.97,43.59,Obese,Inverted Triangle,105.28,51.97,XXL,Bold & Expressive,Fuchsia
179.52,116.85,36.26,Obese,Spoon,122.79,41.84,XXL,Adventurous & Natural,Turquoise
189.58,93.17,25.92,Overweight,Oval,104.21,43.81,XXL,Adventurous & Natural,Olive Green
165.58,113.32,41.33,Obese,Rectangle,118.23,47.16,XXL,Bold & Expressive,Fuchsia
173.63,105.81,35.1,Obese,Rectangle,98.76,46.23,XXL,Bold & Expressive,Bright Orange
161.52,82.13,31.48,Obese,Spoon,104.13,46.5,XXL,Soft & Gentle,Baby Pink
179.73,116.89,36.19,Obese,Pear,106.14,39.42,XL,Soft & Gentle,Cream
178.51,104.31,32.73,Obese,Hourglass,129.23,45.33,XXL,Adventurous & Natural,Coral
167.72,61.95,22.02,Normal,Rectangle,93.41,42.79,M,Soft & Gentle,Light Blue
170.65,99.39,34.13,Obese,Hourglass,107.49,47.03,XXL,Adventurous & Natural,Fuchsia
154.74,110.86,46.3,Obese,Spoon,117.11,38.79,L,Soft & Gentle,Brown
188.9,99.42,27.86,Overweight,Rectangle,91.36,41.82,XXL,Calm & Classic,Mustard Yellow
166.66,106.05,38.18,Obese,Athletic,105.98,41.92,XXL,Soft & Gentle,Brown
163.8,67.98,25.34,Overweight,Rectangle,98.65,46.45,XL,Calm & Classic,Rust
162.05,80.7,30.73,Obese,Spoon,105.67,46.46,XXL,Bold & Expressive,Gold
